Document,Token,Frequency,Weight
409,relat,1,0.22
410,handbook,1,0.72
410,nation,2,0.72
410,intern,2,0.84
410,librari,2,0.37
410,two,1,0.29
410,method,1,0.27
410,use,1,0.17
410,1,1,0.37
410,thorough,1,0.74
410,search,2,0.6
410,profession,1,0.44
410,literatur,1,0.29
410,princip,1,0.57
410,sinc,1,0.4
410,1965,1,0.62
410,except,1,0.55
410,case,1,0.43
410,later,1,0.57
410,inform,1,0.17
410,wa,2,0.49
410,avail,1,0.37
410,2,1,0.38
410,direct,1,0.45
410,commun,1,0.31
410,associ,3,1.18
410,questionnair,1,0.54
410,consult,1,0.6
410,supplementari,1,0.8
410,materi,1,0.38
410,provid,1,0.28
410,final,1,0.47
410,result,1,0.26
410,author,1,0.34
410,total,1,0.44
410,319,1,1.05
410,33,1,1.05
410,scope,1,0.54
410,286,1,1.05
410,see,1,0.59
410,statist,1,0.4
410,data,1,0.26
411,hidden,2,3.16
411,dimens,2,2.09
411,gener,1,0.37
411,speak,1,1.04
411,two,2,0.88
411,type,2,1.08
411,book,2,0.78
411,interest,1,0.54
411,seriou,1,0.97
411,reader,2,1.22
411,today,2,1.64
411,content,1,0.66
411,orient,1,0.9
411,design,1,0.47
411,convey,1,1.11
411,particular,1,0.57
411,bodi,1,0.9
411,knowledg,1,0.59
411,deal,1,0.63
411,structur,1,0.49
411,way,1,0.53
411,event,1,1.04
411,organ,2,0.98
411,doubt,1,1.04
411,author,1,0.51
411,ha,1,0.33
411,ani,1,0.55
411,control,1,0.62
411,write,1,0.82
411,though,1,0.84
411,desir,1,0.8
411,awar,2,1.45
411,differ,1,0.46
411,appli,1,0.59
411,whose,1,0.82
411,satisfact,1,0.96
411,depend,1,0.76
411,larg,2,0.96
411,hi,1,0.61
411,unstat,1,1.58
411,expect,1,0.76
411,world,2,1.35
411,u,1,0.75
411,overwhelm,1,1.16
411,data,1,0.39
411,mani,1,0.46
411,sourc,1,0.6
411,easi,1,1.08
411,understand,1,0.71
411,whi,1,0.9
411,peopl,1,0.73
411,apt,1,1.28
411,feel,1,0.9
411,lose,1,1.34
411,touch,1,1.34
411,develop,1,0.34
411,even,1,0.62
411,field,1,0.47
411,one,1,0.37
411,sen,1,0.79
411,also,1,0.46
411,grow,1,0.74
411,loss,2,1.99
411,related,2,2.56
411,thi,2,0.44
411,lead,1,0.76
411,increas,1,0.6
411,need,1,0.42
411,frame,1,1.23
411,refer,1,0.5
411,aid,1,0.76
411,intergr,1,1.58
411,mass,1,0.98
411,rapidli,1,0.83
411,chang,1,0.57
411,inform,1,0.25
411,man,1,0.9
411,must,1,0.62
411,cope,1,1.19
411,attempt,1,0.55
411,provid,1,0.42
412,histor,1,0.34
412,introduct,1,0.33
412,librari,5,0.56
412,school,4,1.07
412,thi,2,0.17
412,revis,1,0.37
412,enlarg,1,0.51
412,origin,2,0.51
412,american,2,0.55
412,someon,1,0.51
412,ha,1,0.13
412,observ,1,0.3
412,root,1,0.45
412,present,3,0.45
412,lie,1,0.43
412,deep,1,0.54
412,past,1,0.27
412,must,1,0.25
412,uncov,1,0.63
412,understand,1,0.28
412,fulli,2,0.68
412,came,2,0.93
412,studi,3,0.42
412,le,1,0.27
412,descript,1,0.24
412,histori,1,0.29
412,work,1,0.17
412,search,1,0.18
412,perspect,1,0.39
412,within,1,0.23
412,major,1,0.21
412,problem,1,0.15
412,well,1,0.22
412,cours,1,0.28
412,pursu,1,0.43
412,resolv,1,0.45
412,understood,1,0.4
412,begun,1,0.43
412,1941,1,0.63
412,42,1,0.54
412,sought,1,0.43
412,throw,1,0.57
412,light,1,0.38
412,educ,1,0.25
412,time,1,0.18
412,wa,1,0.15
412,continu,1,0.27
412,beyond,1,0.39
412,earli,1,0.35
412,form,1,0.2
412,reform,1,0.57
412,basic,1,0.22
412,line,1,0.29
412,polici,1,0.3
412,organ,1,0.2
412,new,1,0.17
412,titl,1,0.22
412,use,1,0.1
412,reflect,1,0.3
412,broaden,1,0.46
412,scope,1,0.33
413,histori,5,1.23
413,librari,6,0.56
413,western,3,1.13
413,world,2,0.45
413,present,1,0.13
413,work,1,0.14
413,attempt,1,0.18
413,trace,1,0.34
413,indic,2,0.38
413,develop,3,0.34
413,influenc,1,0.24
413,social,1,0.18
413,cultur,2,0.61
413,civil,2,0.72
413,book,1,0.13
413,intend,1,0.23
413,student,1,0.22
413,scienc,1,0.13
413,gener,1,0.12
413,reader,1,0.2
413,interest,1,0.18
413,much,1,0.21
413,ha,1,0.11
413,omit,2,0.82
413,concern,1,0.17
413,librarian,1,0.17
413,could,2,0.42
413,includ,2,0.33
413,convers,1,0.3
413,fact,1,0.22
413,without,1,0.23
413,serious,1,0.43
413,detract,1,0.53
413,stori,1,0.43
413,whole,1,0.26
413,illustr,1,0.25
413,point,1,0.19
413,high,1,0.25
413,spot,1,0.53
413,trend,1,0.3
414,90,2,1.55
414,recommend,2,1.03
414,journal,3,1.05
414,hospit,1,0.65
414,health,2,1.19
414,scienc,2,0.52
414,librari,1,0.19
414,choos,1,0.65
414,grow,1,0.49
414,number,1,0.3
414,medic,2,0.95
414,paramed,1,1.05
414,becom,1,0.41
414,increasingli,1,0.57
414,difficult,1,0.56
414,librarian,2,0.67
414,author,1,0.34
414,state,1,0.36
414,describ,1,0.27
414,survey,1,0.37
414,director,1,0.8
414,educ,1,0.41
414,obtain,1,0.41
414,titl,2,0.72
414,form,1,0.33
414,core,1,0.63
414,collect,1,0.31
414,list,1,0.4
414,order,1,0.38
414,prefer,1,0.57
414,top-rank,1,0.95
415,human,3,1.03
415,behavior,4,1.46
415,principl,2,0.66
415,least,1,0.39
415,effort,1,0.31
415,introduct,1,0.41
415,ecolog,1,0.6
415,nearli,1,0.49
415,twenty-f,1,0.58
415,year,2,0.45
415,ago,1,0.48
415,occur,1,0.4
415,might,1,0.35
415,gain,1,0.46
415,consider,1,0.3
415,insight,1,0.51
415,mainspr,1,0.79
415,view,1,0.32
415,pure,1,0.54
415,natur,1,0.28
415,phenomenon,1,0.44
415,like,1,0.33
415,everyth,1,0.67
415,el,1,0.6
415,univers,1,0.24
415,studi,2,0.35
415,dispassion,1,0.79
415,object,1,0.3
415,one,1,0.19
415,wont,1,0.79
415,say,1,0.45
415,social,2,0.55
415,bee,1,0.79
415,nestbuild,1,0.79
415,habit,1,0.53
415,bird,1,0.72
415,present,1,0.19
415,book,1,0.19
415,report,1,0.24
415,result,1,0.19
415,extend,1,0.42
415,inquiri,1,0.41
415,ensu,1,0.72
415,cours,1,0.35
415,led,1,0.45
415,disclosur,1,0.72
415,fundament,1,0.38
415,seem,1,0.33
415,govern,1,0.36
415,import,1,0.26
415,aspect,1,0.3
415,individu,1,0.31
415,member,1,0.37
415,group,1,0.27
416,human,1,0.27
416,problem,4,0.61
416,solv,2,0.69
416,present,1,0.15
416,studi,3,0.42
416,concern,5,1.01
416,perform,2,0.43
416,intellig,1,0.43
416,adult,1,0.46
416,cultur,1,0.37
416,task,2,0.58
416,discus,1,0.16
416,short,1,0.37
416,half-hour,1,0.54
416,moder,1,0.57
416,difficult,1,0.34
416,symbol,2,0.73
416,natur,1,0.22
416,three,1,0.23
416,main,1,0.28
416,use,1,0.1
416,chess,1,0.63
416,logic,1,0.3
416,algebra-lik,1,0.63
416,puzzl,2,1.08
416,call,2,0.56
416,cryptarithmet,1,0.63
416,typifi,1,0.57
416,thi,1,0.09
416,class,1,0.3
416,integr,3,0.89
416,activ,3,0.66
416,constitut,1,0.37
416,central,1,0.31
416,percept,1,0.48
416,motor,1,0.63
416,skill,1,0.42
416,person,1,0.27
416,variabl,1,0.33
416,primarili,1,0.31
416,onli,1,0.18
416,littl,1,0.29
416,learn,1,0.36
416,develop,1,0.14
416,differ,1,0.18
416,relat,1,0.18
416,age,1,0.35
416,final,1,0.28
416,henc,1,0.4
416,deemphas,1,0.63
416,detail,1,0.24
416,process,1,0.18
416,time,1,0.18
416,scale,1,0.36
416,elementari,1,0.43
416,reaction,1,0.36
416,half,1,0.37
416,second,1,0.28
416,le,1,0.27
416,similarli,1,0.49
416,long-term,1,0.46
416,extend,1,0.34
416,period,1,0.23
416,day,1,0.37
416,year,1,0.18
416,receiv,1,0.3
416,attent,1,0.27
417,human,3,0.59
417,side,2,0.58
417,enterpris,4,1.29
417,thi,2,0.12
417,volum,1,0.18
417,attempt,1,0.16
417,substanti,1,0.25
417,thesi,1,0.34
417,piec,1,0.34
417,theoret,1,0.2
417,assumpt,3,0.77
417,manag,7,1.22
417,hold,1,0.23
417,control,1,0.18
417,resourc,1,0.19
417,determin,2,0.32
417,whole,1,0.22
417,charact,1,0.24
417,also,1,0.13
417,qualiti,1,0.22
417,success,2,0.41
417,gener,1,0.11
417,cours,1,0.2
417,process,1,0.13
417,circular,1,0.41
417,herein,1,0.37
417,lie,1,0.31
417,possibl,1,0.14
417,hope,1,0.21
417,futur,1,0.17
417,progress,1,0.19
417,key,1,0.23
417,question,4,0.64
417,top,1,0.32
417,implicit,1,0.33
417,well,2,0.31
417,explicit,1,0.3
417,effect,2,0.28
417,way,2,0.3
417,peopl,2,0.42
417,answer,3,0.65
417,flow,1,0.23
417,mr,1,0.32
417,sloan,1,0.45
417,rais,1,0.26
417,discus,1,0.12
417,make,1,0.14
417,mani,2,0.27
417,perplex,1,0.41
417,confound,1,0.41
417,seek,1,0.27
417,achiev,1,0.22
417,econom,1,0.19
417,object,1,0.17
417,clear,1,0.25
417,reader,1,0.17
417,believ,1,0.24
417,present,1,0.11
417,far,1,0.21
417,adequ,1,0.22
418,statist,4,1.2
418,approach,3,0.8
418,mechan,1,0.33
418,encod,3,1.7
418,search,4,0.9
418,literari,1,0.67
418,inform,3,0.38
418,written,1,0.37
418,commun,1,0.23
418,idea,2,0.71
418,carri,2,0.72
418,basi,1,0.3
418,probabl,1,0.37
418,writer,1,0.55
418,choos,1,0.49
418,level,2,0.67
418,subject,1,0.22
418,specif,2,0.57
418,combin,1,0.36
418,word,2,0.6
418,feel,1,0.45
418,convey,1,0.55
418,mean,2,0.53
418,sinc,2,0.6
418,thi,3,0.33
418,process,1,0.22
418,vari,1,0.42
418,among,1,0.3
418,individu,1,0.31
418,similar,1,0.34
418,therefor,1,0.34
418,relay,1,0.72
418,differ,2,0.46
418,problem,2,0.38
418,literatur,1,0.22
418,machin,3,0.99
418,still,1,0.42
418,present,1,0.19
418,major,1,0.26
418,difficulti,1,0.41
418,outlin,1,0.37
418,variou,1,0.27
418,step,2,0.79
418,system,1,0.15
418,base,1,0.21
418,describ,1,0.2
418,includ,1,0.25
418,analysi,1,0.22
418,collect,1,0.24
418,document,2,0.42
418,field,1,0.23
418,interest,1,0.27
418,establish,2,0.59
418,set,1,0.29
418,notion,1,0.43
418,vocabulari,1,0.41
418,express,1,0.35
418,compil,1,0.4
418,thesaurus-typ,1,0.79
418,dictionari,2,0.85
418,index,1,0.21
418,automat,1,0.3
418,aid,1,0.38
418,topolog,1,0.55
418,notat,1,0.43
418,branch,1,0.5
418,structur,1,0.24
418,record,1,0.3
418,code,1,0.36
418,pattern,1,0.31
418,find,1,0.29
418,pertin,1,0.51
418,program,1,0.24
418,appropri,1,0.36
419,automat,2,0.8
419,creation,1,0.62
419,literatur,1,0.29
419,abstract,2,0.75
419,expert,1,0.63
419,technic,1,0.37
419,paper,1,0.27
419,magazin,1,0.9
419,articl,2,0.72
419,serv,1,0.43
419,purpos,1,0.35
419,convent,1,0.54
419,creat,1,0.49
419,entir,1,0.56
419,mean,1,0.36
419,exploratori,1,0.72
419,research,1,0.23
419,describ,1,0.27
419,complet,1,0.43
419,text,1,0.42
419,machin,3,1.32
419,readabl,1,0.71
419,form,1,0.33
419,scan,1,0.65
419,ibm,1,0.64
419,704,1,1.05
419,data-process,1,0.9
419,analyz,1,0.41
419,accord,1,0.49
419,standard,1,0.42
419,program,1,0.32
419,statist,1,0.4
419,inform,1,0.17
419,deriv,1,0.46
419,word,2,0.8
419,frequenc,1,0.52
419,distribut,1,0.43
419,use,1,0.17
419,comput,1,0.3
419,rel,1,0.41
419,measur,1,0.34
419,signific,2,0.81
419,first,1,0.33
419,individu,1,0.41
419,sentenc,2,1.35
419,score,1,0.65
419,highest,1,0.74
419,extract,1,0.65
419,print,1,0.47
419,becom,1,0.41
419,auto-abstract,1,1.05
420,busi,1,0.43
420,intellig,2,1.06
420,system,4,0.58
420,automat,3,0.89
420,develop,1,0.17
420,dissemin,2,0.68
420,inform,2,0.25
420,variou,1,0.27
420,section,1,0.44
420,ani,1,0.28
420,industri,1,0.31
420,scientif,1,0.22
420,govern,1,0.36
420,organ,2,0.49
420,thi,2,0.22
420,util,1,0.32
420,data-process,1,0.67
420,machin,1,0.33
420,auto,1,0.79
420,abstract,3,0.85
420,auto-encod,1,0.79
420,document,3,0.63
420,creat,1,0.37
420,interest,1,0.27
420,profil,1,0.39
420,action,2,0.8
420,point,2,0.57
420,incom,1,0.57
420,intern,1,0.31
420,gener,1,0.19
420,character,1,0.43
420,word,1,0.3
420,pattern,1,0.31
420,sent,1,0.51
420,appropri,1,0.36
420,paper,1,0.2
420,show,1,0.3
420,flexibl,1,0.48
420,identifi,1,0.31
420,known,1,0.38
420,find,1,0.29
420,need,1,0.21
420,know,1,0.44
420,effici,1,0.32
420,either,1,0.35
420,form,1,0.25
420,complet,1,0.32
421,cluster,4,1.96
421,techniqu,2,0.5
421,problem,2,0.38
421,organ,1,0.25
421,larg,1,0.24
421,mass,1,0.49
421,data,3,0.58
421,occur,1,0.4
421,frequent,1,0.4
421,research,2,0.35
421,normal,1,0.5
421,process,2,0.45
421,gener,2,0.37
421,use,3,0.38
421,compress,1,0.49
421,analyz,1,0.3
421,easili,1,0.51
421,primit,1,0.67
421,step,1,0.4
421,thi,2,0.22
421,involv,1,0.32
421,gather,1,0.42
421,togeth,1,0.37
421,similar,1,0.34
421,permit,1,0.41
421,signific,1,0.3
421,paper,1,0.2
421,describ,1,0.2
421,number,1,0.23
421,method,2,0.41
421,make,1,0.25
421,ibm,1,0.48
421,7090,1,0.79
421,comput,1,0.23
421,program,1,0.24
421,medic,1,0.36
421,illustr,1,0.37
421,compar,1,0.28
422,r,2,1.25
422,project,2,0.79
422,select,2,0.65
422,stand,1,0.72
422,review,1,0.38
422,literatur,1,0.29
422,analysi,1,0.29
422,interview,1,0.6
422,data,1,0.26
422,suggest,1,0.35
422,lack,2,1.15
422,test,2,0.78
422,use,2,0.34
422,method,3,0.81
422,propos,1,0.41
422,sever,1,0.4
422,or-m,1,1.05
422,identifi,2,0.83
422,current,1,0.35
422,statu,1,0.57
422,indic,1,0.38
422,three,1,0.38
422,repres,1,0.41
422,procedur,1,0.39
422,examin,1,0.38
422,detail,1,0.4
422,argu,1,0.65
422,concern,1,0.34
422,feasibl,1,0.54
422,shortcom,2,1.64
422,model,1,0.4
422,themselv,1,0.55
422,help,1,0.44
422,explain,1,0.54
422,whi,1,0.6
422,discus,1,0.27
422,implic,1,0.51
422,futur,1,0.4
422,research,1,0.23
422,present,1,0.25
423,method,1,0.16
423,alloc,2,0.74
423,r,3,1.12
423,expenditur,1,0.41
423,analyt,1,0.39
423,problem,4,0.61
423,develop,1,0.14
423,quantit,1,0.31
423,techniqu,1,0.2
423,invest,1,0.45
423,manag,5,1.22
423,often,1,0.28
423,complic,1,0.46
423,exist,1,0.24
423,conflict,1,0.43
423,goal,3,0.94
423,corpor,1,0.37
423,may,2,0.38
423,requir,1,0.21
423,simultan,2,0.82
423,seek,1,0.37
423,highest,1,0.44
423,probabl,3,0.89
423,profit,2,0.82
423,largest,1,0.46
423,number,2,0.36
423,success,1,0.29
423,greatest,1,0.38
423,per,1,0.31
423,dollar,1,0.45
423,spent,1,0.41
423,department,1,0.46
423,restrict,1,0.35
423,maximum,1,0.42
423,budget,2,0.65
423,minimum,2,0.79
423,project,5,1.19
423,work,1,0.17
423,level,1,0.27
423,accomplish,1,0.35
423,specif,1,0.23
423,sen,1,0.31
423,research,2,0.28
423,face,1,0.33
423,constrain,1,0.51
423,multiple-output,1,0.63
423,product,1,0.24
423,much,2,0.51
423,spend,2,0.96
423,overal,1,0.35
423,thi,1,0.09
423,paper,1,0.16
423,show,1,0.24
423,slight,1,0.51
423,modif,1,0.39
423,hess,1,0.63
423,approach,2,0.43
423,select,2,0.39
423,analog,1,0.43
423,theoret,1,0.28
423,econom,1,0.27
423,multiple-product,1,0.63
423,factori,1,0.54
423,use,1,0.1
423,help,1,0.26
423,solv,1,0.35
423,resourc,1,0.27
423,determin,1,0.22
423,literatur,1,0.18
423,treat,1,0.34
423,three,1,0.23
423,separ,1,0.31
424,select,2,0.49
424,r,2,0.93
424,program,1,0.24
424,content-survey,1,0.79
424,quantit,1,0.39
424,method,4,0.81
424,thi,1,0.11
424,paper,1,0.2
424,present,1,0.19
424,summari,1,0.46
424,evalu,1,0.24
424,project,1,0.3
424,approxim,1,0.38
424,thirti,1,0.58
424,appear,1,0.31
424,scatter,1,0.46
424,place,1,0.37
424,literatur,1,0.22
424,describ,1,0.2
424,briefli,1,0.41
424,bibliographi,1,0.37
424,provid,1,0.21
424,inform,1,0.13
424,variou,1,0.27
424,compar,1,0.28
424,contrast,1,0.48
424,rel,1,0.31
424,standard,2,0.62
424,set,2,0.57
424,featur,1,0.39
424,may,1,0.24
424,posse,1,0.48
424,characterist,1,0.3
424,relat,1,0.22
424,ea,1,0.51
424,use,1,0.13
424,scientif,1,0.22
424,technolog,1,0.29
424,area,1,0.27
424,applic,1,0.26
425,effect,1,0.16
425,perceiv,1,0.38
425,need,4,0.56
425,mean,3,0.53
425,gener,4,0.5
425,idea,6,1.43
425,industri,2,0.42
425,research,1,0.12
425,develop,1,0.11
425,project,1,0.2
425,flow,1,0.26
425,model,3,0.59
425,present,1,0.13
425,identifi,3,0.62
425,organiz,3,0.85
425,factor,2,0.38
425,influenc,1,0.24
425,behavior,1,0.24
425,r,1,0.31
425,laboratori,2,0.6
425,construct,1,0.23
425,literature-bas,1,0.53
425,proposit,2,0.74
425,make,1,0.17
425,explicit,1,0.35
425,role,1,0.23
425,play,1,0.31
425,sever,1,0.2
425,data,3,0.39
425,collect,1,0.16
425,300,1,0.37
425,creat,1,0.25
425,division,1,0.53
425,major,1,0.17
425,u.s.,1,0.34
425,corpor,1,0.31
425,support,1,0.23
425,priori,1,0.43
425,analysi,1,0.15
425,suggest,1,0.17
425,two,1,0.15
425,piec,1,0.4
425,inform,1,0.08
425,requir,1,0.17
425,befor,1,0.25
425,1,1,0.18
425,knowledg,2,0.4
425,problem,2,0.25
425,opportun,2,0.65
425,relev,1,0.19
425,compani,1,0.35
425,2,1,0.19
425,techniqu,1,0.17
425,satisfi,1,0.28
425,solv,1,0.29
425,capit,1,0.41
425,result,1,0.13
425,discus,1,0.14
425,respect,2,0.47
425,stage,1,0.28
425,creativ,1,0.32
425,thought,1,0.29
425,propos,1,0.2
425,investig,1,0.19
425,final,1,0.23
425,event,3,1.04
425,associ,1,0.2
425,studi,1,0.12
425,analyz,1,0.2
425,quantiti,1,0.32
425,qualiti,1,0.26
426,valid,3,0.72
426,subject,3,0.37
426,probabl,5,1.06
426,success,5,1.03
426,forecast,5,1.83
426,r,4,1.07
426,project,7,1.19
426,manag,3,0.52
426,model,2,0.34
426,techniqu,1,0.14
426,aid,3,0.65
426,plan,2,0.34
426,control,2,0.36
426,frequent,1,0.23
426,use,3,0.22
426,one,1,0.11
426,major,1,0.15
426,input,1,0.21
426,experi,1,0.15
426,wa,1,0.1
426,conduct,1,0.2
426,research,1,0.1
426,laboratori,1,0.26
426,monsanto,1,0.45
426,compani,1,0.3
426,measur,3,0.44
426,predict,2,0.47
426,consist,1,0.2
426,result,2,0.22
426,indic,2,0.32
426,eventu,2,0.58
426,failur,1,0.25
426,certain,1,0.18
426,type,1,0.15
426,time,1,0.13
426,shape,1,0.31
426,poll,1,0.45
426,appear,1,0.18
426,yield,1,0.26
426,advanc,1,0.19
426,warn,1,0.38
426,sever,1,0.17
426,commonli,1,0.3
426,statu,1,0.24
426,tend,1,0.26
426,support,1,0.19
426,hypothesi,1,0.26
426,base,1,0.12
426,estim,1,0.21
426,may,1,0.14
426,reliabl,1,0.26
426,earli,1,0.25
426,identif,1,0.3
426,fail,1,0.28
426,well,1,0.16
426,select,1,0.14
426,fund,1,0.25
427,analysi,1,0.29
427,portfolio,1,1.05
427,select,2,0.65
427,model,3,1.19
427,r,2,1.25
427,w,1,0.47
427,thi,1,0.15
427,paper,1,0.27
427,present,1,0.25
427,analyt,1,0.65
427,review,1,0.38
427,mathemat,1,0.46
427,program,2,0.65
427,propos,1,0.41
427,aid,1,0.51
427,relat,1,0.3
427,problem,1,0.25
427,resourc,1,0.45
427,alloc,1,0.62
427,project,1,0.4
427,d.,1,0.9
427,classifi,1,0.54
427,accord,1,0.49
427,whether,1,0.52
427,base,1,0.28
427,linear,1,0.61
427,integ,1,0.9
427,chanc,1,0.77
427,constrain,1,0.85
427,dynam,1,0.64
427,repres,1,0.41
427,exampl,1,0.4
427,class,1,0.49
427,describ,1,0.27
427,evalu,2,0.65
427,detail,1,0.4
427,term,1,0.31
427,data,1,0.26
427,requir,1,0.34
427,built-in,1,0.95
427,assumpt,1,0.6
427,ea,1,0.67
427,comput,1,0.3
427,use,1,0.17
427,output,1,0.5
427,versatil,1,0.9
427,applic,1,0.35
428,inform,7,0.44
428,content,2,0.33
428,titl,8,1.09
428,engin,2,0.34
428,literatur,1,0.11
428,sinc,2,0.3
428,mani,1,0.12
428,alert,1,0.26
428,servic,1,0.1
428,reli,1,0.28
428,veri,1,0.17
428,heavili,1,0.26
428,use,5,0.32
428,transfer,1,0.21
428,potenti,1,0.17
428,user,1,0.11
428,essenti,1,0.19
428,awar,1,0.18
428,proport,1,0.21
428,contain,1,0.17
428,complet,1,0.16
428,document,1,0.11
428,deduc,1,0.32
428,therefor,1,0.17
428,miss,1,0.26
428,method,1,0.1
428,discus,2,0.2
428,analyz,2,0.3
428,rel,1,0.16
428,paper,2,0.2
428,result,1,0.1
428,present,1,0.09
428,amount,2,0.38
428,type,1,0.13
428,lost,1,0.32
428,scan,1,0.25
428,list,1,0.15
428,onli,1,0.11
428,one-third,2,0.72
428,one-half,1,0.32
428,index,2,0.21
428,term,2,0.23
428,retriev,3,0.29
428,articl,1,0.14
428,even,1,0.16
428,possibl,2,0.24
428,synonym,3,0.77
428,relat,1,0.11
428,instead,1,0.25
428,one,1,0.09
428,keyword,2,0.43
428,increas,1,0.15
428,70,1,0.31
428,percent,1,0.22
428,problem,1,0.09
428,deal,1,0.16
428,syntact,1,0.24
428,variant,1,0.28
428,search,1,0.11
428,journal,1,0.13
428,supplementari,1,0.3
428,tag,1,0.34
428,suggest,1,0.13
428,deem,1,0.36
428,nearli,1,0.25
428,sampl,1,0.18
429,fuzzi,12,2.47
429,map,4,0.71
429,control,4,0.42
429,x,3,0.58
429,set,3,0.29
429,y.,1,0.26
429,concept,1,0.08
429,extend,1,0.14
429,function,4,0.39
429,invers,1,0.2
429,parametr,2,0.4
429,observ,3,0.38
429,theoret,1,0.12
429,relat,1,0.07
429,obtain,1,0.1
429,shown,1,0.12
429,certain,1,0.11
429,condit,1,0.13
429,precis,2,0.24
429,goal,2,0.26
429,attain,1,0.18
429,long,1,0.15
429,becom,1,0.1
429,suffici,1,0.15
429,approach,1,0.09
430,cooper,2,0.65
430,type,2,0.43
430,librari,5,0.56
430,annot,2,0.93
430,bibliographi,3,0.88
430,1969,1,0.33
430,1971,1,0.35
430,supplement,4,1.59
430,thi,2,0.17
430,design,1,0.19
430,capit,1,0.49
430,1940,1,0.57
430,1956,1,0.46
430,ralph,1,0.63
430,h.,1,0.54
430,stenstrom,1,0.63
430,staff,1,0.3
430,research,1,0.14
430,center,1,0.25
430,univers,1,0.19
430,illinoi,3,1.48
430,state,1,0.22
430,plan,1,0.24
430,issu,3,0.89
430,annual,1,0.33
430,appear,1,0.25
430,year,1,0.18
430,hope,1,0.29
430,manner,1,0.37
430,cumul,1,0.38
430,period,1,0.23
430,monograph,1,0.35
430,form,1,0.2
431,illustr,2,0.74
431,comput,2,0.45
431,program,4,0.97
431,librari,1,0.14
431,intend,1,0.35
431,grade,1,0.62
431,workbook,1,0.72
431,text,1,0.31
431,supplement,1,0.5
431,contain,1,0.35
431,typic,1,0.48
431,practic,1,0.25
431,problem,2,0.38
431,suggest,1,0.26
431,solut,2,0.72
431,tri,1,0.4
431,analys,2,0.81
431,emphas,1,0.5
431,effici,1,0.32
431,major,1,0.26
431,featur,1,0.39
431,pl,2,1.28
431,languag,2,0.56
431,one,1,0.19
431,use,1,0.13
431,alon,1,0.48
431,combin,1,0.36
431,establish,1,0.29
431,textbook,1,0.48
431,list,1,0.3
431,select,1,0.24
431,bibliographi,1,0.37
431,programm,1,0.53
431,knowledg,1,0.3
431,bother,1,0.79
431,excess,1,0.58
431,introductori,1,0.53
431,materi,1,0.28
431,beginn,1,0.79
431,learn,1,0.45
431,much,1,0.32
431,look,1,0.44
431,accompani,1,0.67
432,improv,1,0.28
432,access,1,0.32
432,librari,1,0.14
432,resourc,1,0.34
432,motiv,1,0.47
432,thi,1,0.11
432,investig,1,0.28
432,deriv,1,0.34
432,seri,1,0.37
432,visit,2,1.13
432,institut,1,0.29
432,deepli,1,0.67
432,commit,1,0.57
432,design,1,0.23
432,develop,1,0.17
432,oper,1,0.23
432,non-tradit,1,0.79
432,autom,1,0.36
432,inform,1,0.13
432,system,4,0.58
432,time,2,0.46
432,seem,2,0.66
432,work,1,0.21
432,technic,1,0.27
432,paradox,1,0.64
432,appear,1,0.31
432,made,1,0.23
432,signific,1,0.3
432,impact,1,0.4
432,respect,1,0.35
432,user,1,0.22
432,commun,1,0.23
432,although,1,0.35
432,peopl,2,0.73
432,associ,1,0.3
432,openli,1,0.79
432,express,1,0.35
432,concern,1,0.25
432,non-verb,1,0.79
432,indic,1,0.28
432,suggest,1,0.26
432,becom,1,0.31
432,nervou,1,0.79
432,sinc,1,0.3
432,repres,1,0.3
432,high,1,0.37
432,expenditur,1,0.51
432,money,1,0.53
432,feel,1,0.45
432,uneasi,1,0.79
432,quit,1,0.47
432,appropri,1,0.36
433,index,4,0.83
433,languag,4,1.12
433,thesaurus,3,1.52
433,construct,1,0.34
433,mainten,1,0.48
433,thi,3,0.33
433,book,1,0.19
433,ha,1,0.16
433,two,1,0.22
433,object,1,0.3
433,first,1,0.24
433,reassess,3,2.15
433,thoroughli,1,0.58
433,function,1,0.29
433,thesauru,1,0.41
433,inform,2,0.25
433,storag,2,0.63
433,retriev,2,0.39
433,system,2,0.29
433,light,1,0.48
433,analyz,1,0.3
433,structur,1,0.24
433,importantli,1,0.67
433,base,1,0.21
433,unifi,1,0.64
433,view,1,0.32
433,classif,1,0.29
433,scheme,1,0.38
433,result,1,0.19
433,gener,1,0.19
433,principl,1,0.33
433,applic,1,0.26
433,wide,1,0.36
433,rang,1,0.4
433,situat,1,0.34
434,industri,2,1.25
434,dynam,1,0.96
434,w,1,0.71
434,thi,1,0.22
434,book,1,0.39
434,intend,1,0.7
434,student,1,0.67
434,manag,2,1.22
434,whether,1,0.78
434,formal,1,0.71
434,academ,1,0.62
434,program,1,0.49
434,busi,1,0.86
434,treat,1,0.84
434,central,1,0.77
434,framework,1,0.85
434,underli,1,0.87
434,activ,1,0.55
434,goal,1,0.79
434,enterpris,1,1.13
434,design,1,0.47
434,creat,1,0.74
434,success,1,0.72
434,polici,1,0.76
434,organiz,1,0.85
434,structur,1,0.49
435,industri,2,0.63
435,research,2,0.35
435,technolog,4,1.15
435,innov,2,0.9
435,econometr,2,1.58
435,analysi,1,0.22
435,mani,1,0.23
435,year,2,0.45
435,neglect,1,0.57
435,chang,2,0.57
435,receiv,1,0.37
435,attent,1,0.34
435,economist,1,0.58
